COUNTY,DATE,PRECIPITATION,MEAN TEMP
Collier,11/28,0.0,74.0
Collier,11/29,0.0,73.0
Collier,11/30,0.0,72.5
Collier,12/01,0.01,68.0
Collier,12/02,0.01,55.0
Collier,12/03,0.0,56.5
Collier,12/04,0.0,59.5
Collier,12/05,0.0,69.0
Collier,12/06,0.0,71.5
Collier,12/07,2.7,67.0
Collier,12/08,0.01,63.0
Collier,12/09,0.01,53.5
Collier,12/10,0.0,55.0
Collier,12/11,0.0,58.5
Collier,12/12,0.05,67.5
Collier,12/13,0.0,70.0
Collier,12/14,0.0,72.5
Collier,12/15,0.0,73.5
Collier,12/16,0.0,73.0
Collier,12/17,0.0,74.0
Collier,12/18,0.0,65.0
Collier,12/19,0.0,
Collier,12/20,0.0,62.5
Collier,12/21,0.1,69.5
Collier,12/22,0.09,66.5
Collier,12/23,0.0,62.5
Collier,12/24,0.0,65.0
Collier,12/25,0.04,66.0
Collier,12/26,0.0,61.5
Collier,12/27,0.0,51.5
Collier,12/28,0.0,60.0
Collier,12/29,0.0,62.5
Collier,12/30,0.02,62.5
Collier,12/31,0.0,72.5
Columbia,01/01,0.0,51.5
Columbia,01/02,0.0,53.0
Columbia,01/03,0.0,61.0
Columbia,01/04,0.11,71.5
Columbia,01/05,0.24,55.5
Columbia,01/06,0.0,48.5
Columbia,01/07,0.0,53.0
Columbia,01/08,0.0,52.5
Columbia,01/09,0.0,49.0
Columbia,01/10,0.0,58.0
Columbia,01/11,0.0,65.0
Columbia,01/12,0.0,72.0
Columbia,01/13,0.0,72.0
Columbia,01/14,0.0,69.0
Columbia,01/15,0.0,68.0
Columbia,01/16,,
Columbia,01/17,0.0,64.0
Columbia,01/18,0.0,56.5
Columbia,01/19,,
Columbia,01/20,0.24,53.0
Columbia,01/21,0.0,40.0
Columbia,01/22,0.0,36.5
Columbia,01/23,0.0,41.0
Columbia,01/24,0.0,52.5
Columbia,01/25,0.02,57.0
Columbia,01/26,0.0,50.5
Columbia,01/27,0.0,50.0
Columbia,01/28,0.0,53.0
Columbia,01/29,0.0,51.0
Columbia,01/30,0.02,51.0
Columbia,01/31,1e-05,53.5
Columbia,02/01,0.02,54.0
Columbia,02/02,1e-05,47.5
Columbia,02/03,0.0,49.0
Columbia,02/04,0.0,56.5
Columbia,02/05,0.0,56.5
Columbia,02/06,0.0,65.5
Columbia,02/07,1.2,63.5
Columbia,02/08,0.0,48.0
Columbia,02/09,0.0,52.5
Columbia,02/10,0.0,56.5
Columbia,02/11,0.0,62.0
Columbia,02/12,0.0,72.5
Columbia,02/13,0.0,72.0
Columbia,02/14,0.8,66.5
Columbia,02/15,0.1,48.0
Columbia,02/16,1e-05,53.0
Columbia,02/17,0.4,62.0
Columbia,02/18,0.07,58.5
Columbia,02/19,0.0,69.5
Columbia,02/20,0.01,67.5
Columbia,02/21,0.31,54.0
Columbia,02/22,1e-05,40.5
Columbia,02/23,0.0,46.0
Columbia,02/24,0.0,55.0
Columbia,02/25,0.15,
Columbia,02/26,1.6,63.5
Columbia,02/27,0.38,51.5
Columbia,02/28,0.0,45.0
Columbia,02/29,0.0,47.5
Columbia,03/01,0.0,50.0
Columbia,03/02,0.0,52.5
Columbia,03/03,0.0,54.5
Columbia,03/04,0.0,68.5
Columbia,03/05,0.0,76.5
Columbia,03/06,0.52,65.0
Columbia,03/07,0.0,53.5
Columbia,03/08,0.0,48.0
Columbia,03/09,0.0,55.5
Columbia,03/10,0.0,62.5
Columbia,03/11,0.0,62.5
Columbia,03/12,0.0,67.0
Columbia,03/13,0.0,67.5
Columbia,03/14,0.0,68.0
Columbia,03/15,0.0,71.5
Columbia,03/16,0.0,70.5
Columbia,03/17,1e-05,72.0
Columbia,03/18,0.07,70.0
Columbia,03/19,0.0,74.0
Columbia,03/20,0.0,73.5
Columbia,03/21,0.0,73.0
Columbia,03/22,0.0,72.5
Columbia,03/23,0.0,71.5
Columbia,03/24,0.0,72.5
Columbia,03/25,0.0,73.0
Columbia,03/26,0.0,74.5
Columbia,03/27,0.0,74.5
Columbia,03/28,0.0,73.5
Columbia,03/29,0.0,75.0
Columbia,03/30,0.0,73.5
Columbia,03/31,0.0,74.0
Columbia,04/01,0.67,66.0
Columbia,04/02,,
Columbia,04/03,0.0,58.5
Columbia,04/04,0.0,63.0
Columbia,04/05,,
Columbia,04/06,0.04,68.0
Columbia,04/07,0.0,67.5
Columbia,04/08,0.0,73.0
Columbia,04/09,0.0,76.0
Columbia,04/10,0.0,79.0
Columbia,04/11,0.0,60.5
Columbia,04/12,0.0,62.0
Columbia,04/13,0.02,76.5
Columbia,04/14,0.28,75.0
Columbia,04/15,1.21,70.5
Columbia,04/16,1.03,64.0
Columbia,04/17,0.0,62.0
Columbia,04/18,0.0,65.0
Columbia,04/19,0.32,71.0
Columbia,04/20,0.33,75.0
Columbia,04/21,0.48,69.5
Columbia,04/22,0.0,69.0
Columbia,04/23,0.0,68.0
Columbia,04/24,1.65,74.5
Columbia,04/25,0.0,70.0
Columbia,04/26,0.0,76.0
Columbia,04/27,0.0,65.0
Columbia,04/28,0.0,65.0
Columbia,04/29,0.0,66.5
Columbia,04/30,0.84,70.5
Columbia,05/01,0.0,64.0
Columbia,05/02,0.0,65.0
Columbia,05/03,0.0,68.5
Columbia,05/04,0.0,70.0
Columbia,05/05,0.0,
Columbia,05/06,0.0,76.0
Columbia,05/07,0.0,68.0
Columbia,05/08,0.0,60.5
Columbia,05/09,0.0,64.5
Columbia,05/10,0.0,63.5
Columbia,05/11,0.27,64.0
Columbia,05/12,0.0,66.5
Columbia,05/13,0.0,61.5
Columbia,05/14,0.0,62.5
Columbia,05/15,0.0,71.0
Columbia,05/16,0.0,73.5
Columbia,05/17,1e-05,73.5
Columbia,05/18,0.0,75.5
Columbia,05/19,0.08,76.5
Columbia,05/20,0.0,75.5
Columbia,05/21,0.08,76.5
Columbia,05/22,0.0,79.0
Columbia,05/23,0.0,79.5
Columbia,05/24,1.07,80.5
Columbia,05/25,0.0,77.5
Columbia,05/26,0.3,75.0
Columbia,05/27,0.25,73.5
Columbia,05/28,0.02,78.5
Columbia,05/29,0.25,76.5
Columbia,05/30,0.03,76.5
Columbia,05/31,0.01,79.0
Columbia,06/01,0.0,82.0
Columbia,06/02,0.0,77.5
Columbia,06/03,,
Columbia,06/04,0.0,74.5
Columbia,06/05,0.0,78.0
Columbia,06/06,1e-05,76.0
Columbia,06/07,2.36,73.5
Columbia,06/08,3.76,72.5
Columbia,06/09,0.2,81.0
Columbia,06/10,0.07,78.0
Columbia,06/11,0.0,80.5
Columbia,06/12,0.12,81.5
Columbia,06/13,4.69,79.0
Columbia,06/14,1e-05,75.5
Columbia,06/15,0.0,76.5
Columbia,06/16,0.0,74.5
Columbia,06/17,0.0,71.5
Columbia,06/18,0.47,72.0
Columbia,06/19,0.0,77.5
Columbia,06/20,0.0,80.0
Columbia,06/21,0.0,80.0
Columbia,06/22,0.0,80.0
Columbia,06/23,0.0,80.0
Columbia,06/24,0.02,81.0
Columbia,06/25,,
Columbia,06/26,0.0,82.0
Columbia,06/27,0.0,82.0
Columbia,06/28,0.53,74.5
Columbia,06/29,0.0,83.0
Columbia,06/30,0.0,84.5
Columbia,07/01,,
Columbia,07/02,0.19,81.5
Columbia,07/03,0.0,82.0
Columbia,07/04,2.0,81.5
Columbia,07/05,0.33,78.5
Columbia,07/06,0.01,78.0
Columbia,07/07,0.17,77.0
Columbia,07/08,0.83,77.5
Columbia,07/09,1e-05,81.5
Columbia,07/10,0.0,82.0
Columbia,07/11,,
Columbia,07/12,0.0,82.0
Columbia,07/13,,
Columbia,07/14,0.0,81.5
Columbia,07/15,0.0,83.5
Columbia,07/16,0.17,82.0
Columbia,07/17,0.0,81.0
Columbia,07/18,0.52,79.5
Columbia,07/19,1.75,81.5
Columbia,07/20,0.0,82.0
Columbia,07/21,0.0,82.5
Columbia,07/22,0.85,81.5
Columbia,07/23,0.43,80.0
Columbia,07/24,0.36,79.5
Columbia,07/25,0.0,81.0
Columbia,07/26,0.46,80.0
Columbia,07/27,0.0,82.0
Columbia,07/28,,
Columbia,07/29,1e-05,80.5
Columbia,07/30,0.17,78.0
Columbia,07/31,0.38,80.5
Columbia,08/01,0.0,82.0
Columbia,08/02,0.0,81.5
Columbia,08/03,0.02,81.5
Columbia,08/04,0.0,81.5
Columbia,08/05,0.0,83.0
Columbia,08/06,0.02,82.0
Columbia,08/07,0.61,81.5
Columbia,08/08,1.37,80.5
Columbia,08/09,1e-05,79.0
Columbia,08/10,0.0,82.0
Columbia,08/11,0.54,82.5
Columbia,08/12,0.0,80.0
Columbia,08/13,0.03,80.0
Columbia,08/14,0.5,80.5
Columbia,08/15,0.0,80.5
Columbia,08/16,0.2,79.5
Columbia,08/17,0.0,82.0
Columbia,08/18,0.02,82.0
Columbia,08/19,1.19,80.0
Columbia,08/20,0.04,77.5
Columbia,08/21,0.13,78.0
Columbia,08/22,0.19,74.0
Columbia,08/23,0.23,75.0
Columbia,08/24,0.22,80.0
Columbia,08/25,0.2,82.5
Columbia,08/26,0.0,84.0
Columbia,08/27,0.0,84.0
Columbia,08/28,0.74,83.0
Columbia,08/29,0.04,81.0
Columbia,08/30,0.76,78.0
Columbia,08/31,0.11,79.0
Columbia,09/01,0.86,79.0
Columbia,09/02,0.09,79.0
Columbia,09/03,,
Columbia,09/04,0.0,83.5
Columbia,09/05,0.0,83.5
Columbia,09/06,0.0,84.0
Columbia,09/07,0.15,80.5
Columbia,09/08,0.03,79.0
Columbia,09/09,0.18,79.0
Columbia,09/10,0.12,79.5
Columbia,09/11,1.1,80.5
Columbia,09/12,0.28,80.5
Columbia,09/13,,
Columbia,09/14,0.45,80.0
Columbia,09/15,,
Columbia,09/16,0.39,77.5
Columbia,09/17,0.37,80.0
Columbia,09/18,0.76,77.5
Columbia,09/19,0.0,76.0
Columbia,09/20,0.01,69.0
Columbia,09/21,0.0,69.0
Columbia,09/22,0.0,69.5
Columbia,09/23,0.0,71.0
Columbia,09/24,0.0,72.0
Columbia,09/25,0.0,77.0
Columbia,09/26,0.0,80.5
Columbia,09/27,,
Columbia,09/28,0.37,75.0
Columbia,09/29,0.46,75.0
Columbia,09/30,0.65,68.5
Columbia,10/01,0.01,64.5
Columbia,10/02,0.0,66.5
Columbia,10/03,0.0,66.0
Columbia,10/04,0.0,66.0
Columbia,10/05,,
Columbia,10/06,,
Columbia,10/07,0.0,76.5
Columbia,10/08,,
Columbia,10/09,,
Columbia,10/10,0.14,78.0
Columbia,10/11,0.08,79.5
Columbia,10/12,0.45,78.0
Columbia,10/13,0.02,73.5
Columbia,10/14,,75.5
Columbia,10/15,0.0,76.0
Columbia,10/16,0.0,75.0
Columbia,10/17,0.0,70.5
Columbia,10/18,0.0,70.0
Columbia,10/19,,
Columbia,10/20,0.07,74.5
Columbia,10/21,0.11,74.0
Columbia,10/22,,
Columbia,10/23,0.15,75.5
Columbia,10/24,0.0,75.0
Columbia,10/25,0.95,74.0
Columbia,10/26,0.01,74.5
Columbia,10/27,0.0,74.5
Columbia,10/28,0.0,75.0
Columbia,10/29,0.0,78.5
Columbia,10/30,0.27,69.0
Columbia,10/31,0.0,68.0
Columbia,11/01,0.0,65.5
Columbia,11/02,0.0,63.5
Columbia,11/03,0.0,52.0
Columbia,11/04,0.0,55.0
Columbia,11/05,0.0,62.0
Columbia,11/06,0.0,66.5
Columbia,11/07,0.3,69.5
Columbia,11/08,0.08,72.5
Columbia,11/09,0.05,73.5
Columbia,11/10,0.31,75.5
Columbia,11/11,0.15,77.0
Columbia,11/12,0.15,74.5
Columbia,11/13,0.02,71.5
Columbia,11/14,0.0,66.5
Columbia,11/15,1e-05,68.5
Columbia,11/16,0.03,71.5
Columbia,11/17,0.0,59.5
Columbia,11/18,0.0,57.0
Columbia,11/19,0.0,54.5
Columbia,11/20,0.0,56.5
Columbia,11/21,,
Columbia,11/22,0.0,66.0
Columbia,11/23,0.05,65.0
Columbia,11/24,0.0,61.5
Columbia,11/25,1e-05,62.0
Columbia,11/26,,
Columbia,11/27,0.19,69.5
Columbia,11/28,0.0,69.0
Columbia,11/29,0.13,66.5
Columbia,11/30,0.47,64.0
Columbia,12/01,0.0,48.0
Columbia,12/02,0.0,37.0
Columbia,12/03,,
Columbia,12/04,0.0,53.0
Columbia,12/05,0.27,56.5
Columbia,12/06,,
Columbia,12/07,0.1,52.0
Columbia,12/08,0.01,
Columbia,12/09,1e-05,43.0
Columbia,12/10,1e-05,47.5
Columbia,12/11,0.0,53.5
Columbia,12/12,0.0,54.5
Columbia,12/13,1e-05,58.5
Columbia,12/14,0.04,65.0
Columbia,12/15,0.0,62.0
Columbia,12/16,,
Columbia,12/17,2.99,53.0
Columbia,12/18,0.0,41.0
Columbia,12/19,,
Columbia,12/20,0.01,49.0
Columbia,12/21,,
Columbia,12/22,0.02,50.5
Columbia,12/23,0.0,53.0
Columbia,12/24,,
Columbia,12/25,0.67,49.5
Columbia,12/26,0.0,38.0
Columbia,12/27,0.0,37.0
Columbia,12/28,,
Columbia,12/29,0.0,55.0
Columbia,12/30,1e-05,55.5
Columbia,12/31,0.09,63.0
Duval,01/01,0.0,54.25
Duval,01/02,0.0,59.75
Duval,01/03,0.0,73.75
Duval,01/04,0.155,69.0
Duval,01/05,0.0,53.25
Duval,01/06,0.0,53.5
Duval,01/07,0.0,58.25
Duval,01/08,0.0,51.25
Duval,01/09,0.0,56.25
Duval,01/10,0.0,68.5
Duval,01/11,0.005005,71.0
Duval,01/12,0.0,74.0
Duval,01/13,0.0,71.25
Duval,01/14,0.0,69.5
Duval,01/15,0.0,71.75
Duval,01/16,0.0,72.0
Duval,01/17,0.0,65.75
Duval,01/18,0.0,64.5
Duval,01/19,0.055005,65.25
Duval,01/20,0.0,49.5
Duval,01/21,0.0,47.25
Duval,01/22,0.0,42.25
Duval,01/23,0.005,54.25
Duval,01/24,0.055005,65.0
Duval,01/25,0.0,56.5
Duval,01/26,5e-06,54.0
Duval,01/27,5e-06,59.0
Duval,01/28,0.0,53.5
Duval,01/29,0.07,49.5
Duval,01/30,0.150005,56.5
Duval,01/31,0.005005,60.5
Duval,02/01,0.01,52.25
Duval,02/02,0.0,53.75
Duval,02/03,0.0,58.25
Duval,02/04,0.0,58.25
Duval,02/05,0.0,65.5
Duval,02/06,0.52,74.5
Duval,02/07,0.455005,61.25
Duval,02/08,0.0,52.0
Duval,02/09,0.0,54.75
Duval,02/10,0.0,63.25
Duval,02/11,0.0,74.5
Duval,02/12,0.0,71.5
Duval,02/13,-49.97,-11.450000000000003
Duval,02/14,0.27,62.5
Duval,02/15,0.0,58.25
Duval,02/16,0.355,65.0
Duval,02/17,0.215,59.25
Duval,02/18,5e-06,67.5
Duval,02/19,0.03,73.0
Duval,02/20,0.095,58.5
Duval,02/21,0.185,48.25
Duval,02/22,0.0,49.0
Duval,02/23,0.0,55.75
Duval,02/24,0.0,64.5
Duval,02/25,1.075,65.25
Duval,02/26,0.33,64.25
Duval,02/27,0.1,51.75
Duval,02/28,0.0,49.5
Duval,02/29,0.0,54.0
Duval,03/01,0.0,51.75
Duval,03/02,0.0,63.25
Duval,03/03,0.0,72.75
Duval,03/04,0.0,74.0
Duval,03/05,0.605,73.5
Duval,03/06,0.47,61.0
Duval,03/07,0.0,50.25
Duval,03/08,0.0,-22.950000000000003
Duval,03/09,0.015,63.25
Duval,03/10,0.0,67.0
Duval,03/11,0.0,68.25
Duval,03/12,0.0,68.0
Duval,03/13,0.0,69.5
Duval,03/14,0.0,70.5
Duval,03/15,0.0,74.25
Duval,03/16,0.0,70.0
Duval,03/17,0.005,70.75
Duval,03/18,0.085,73.0
Duval,03/19,0.0,72.0
Duval,03/20,0.0,73.0
Duval,03/21,0.0,74.25
Duval,03/22,5e-06,71.5
Duval,03/23,0.005,74.5
Duval,03/24,0.0,74.5
Duval,03/25,0.0,79.75
Duval,03/26,0.0,73.0
Duval,03/27,0.0,76.0
Duval,03/28,0.0,-10.950000000000003
Duval,03/29,0.0,76.5
Duval,03/30,0.0,75.5
Duval,03/31,0.25,77.0
Duval,04/01,0.17,65.5
Duval,04/02,-49.995,-18.950000000000003
Duval,04/03,0.0,63.75
Duval,04/04,0.0,-15.200000000000003
Duval,04/05,0.01,68.5
Duval,04/06,0.0,67.5
Duval,04/07,0.0,72.0
Duval,04/08,0.44,75.25
Duval,04/09,0.225,80.75
Duval,04/10,5e-06,72.5
Duval,04/11,0.0,63.5
Duval,04/12,0.0,74.25
Duval,04/13,0.8300000000000001,75.0
Duval,04/14,0.615,74.25
Duval,04/15,2.19,69.0
Duval,04/16,0.07,62.5
Duval,04/17,0.0,67.75
Duval,04/18,0.32,75.75
Duval,04/19,0.020005000000000002,76.75
Duval,04/20,0.33,75.0
Duval,04/21,0.0,72.5
Duval,04/22,0.0,68.75
Duval,04/23,0.055,74.75
Duval,04/24,0.505,72.75
Duval,04/25,0.0,75.25
Duval,04/26,0.0,74.75
Duval,04/27,0.0,67.75
Duval,04/28,0.0,65.75
Duval,04/29,0.0,72.75
Duval,04/30,0.515,71.75
Duval,05/01,0.0,68.0
Duval,05/02,0.0,68.75
Duval,05/03,0.0,72.75
Duval,05/04,0.0,75.0
Duval,05/05,0.0,78.0
Duval,05/06,0.0,77.25
Duval,05/07,0.0,64.0
Duval,05/08,0.0,65.5
Duval,05/09,0.0,68.25
Duval,05/10,0.0,69.5
Duval,05/11,0.0,71.25
Duval,05/12,0.0,67.0
Duval,05/13,0.0,72.0
Duval,05/14,0.0,72.75
Duval,05/15,0.0,73.75
Duval,05/16,5e-06,75.75
Duval,05/17,0.0,76.0
Duval,05/18,0.06,79.0
Duval,05/19,0.0,79.5
Duval,05/20,0.005,79.0
Duval,05/21,5e-06,79.5
Duval,05/22,0.0,79.75
Duval,05/23,5e-06,79.25
Duval,05/24,0.0,78.5
Duval,05/25,0.045,78.75
Duval,05/26,1.8599999999999999,75.75
Duval,05/27,0.385,81.0
Duval,05/28,0.16,80.0
Duval,05/29,0.095,78.25
Duval,05/30,0.060004999999999996,80.0
Duval,05/31,0.8,82.5
Duval,06/01,0.0,79.75
Duval,06/02,0.0,76.5
Duval,06/03,0.0,74.0
Duval,06/04,0.625,76.75
Duval,06/05,0.01,79.0
Duval,06/06,0.42,78.5
Duval,06/07,4.495,76.0
Duval,06/08,0.6900000000000001,81.25
Duval,06/09,0.07,80.5
Duval,06/10,0.255,80.75
Duval,06/11,0.545,80.75
Duval,06/12,-49.029999999999994,-10.450000000000003
Duval,06/13,0.020005000000000002,76.75
Duval,06/14,0.13,77.5
Duval,06/15,0.0,75.75
Duval,06/16,-49.995,-14.200000000000003
Duval,06/17,5e-06,72.0
Duval,06/18,0.03,80.0
Duval,06/19,0.085,79.5
Duval,06/20,5e-06,79.75
Duval,06/21,0.0,83.0
Duval,06/22,0.0,80.25
Duval,06/23,0.325,84.5
Duval,06/24,0.005005,83.0
Duval,06/25,0.740005,82.5
Duval,06/26,0.005,82.0
Duval,06/27,0.14500000000000002,83.25
Duval,06/28,0.46,84.25
Duval,06/29,0.0,86.0
Duval,06/30,0.665,85.25
Duval,07/01,0.04,83.5
Duval,07/02,0.53,83.75
Duval,07/03,0.23,82.0
Duval,07/04,0.125,80.25
Duval,07/05,0.255,80.25
Duval,07/06,0.605,79.5
Duval,07/07,0.135,80.75
Duval,07/08,0.225,83.25
Duval,07/09,0.01,84.25
Duval,07/10,0.025,85.25
Duval,07/11,0.020005000000000002,85.75
Duval,07/12,0.235,85.0
Duval,07/13,0.0,84.5
Duval,07/14,0.010005,85.0
Duval,07/15,0.0,83.0
Duval,07/16,0.0,81.5
Duval,07/17,0.075,83.5
Duval,07/18,0.0,82.75
Duval,07/19,0.0,83.25
Duval,07/20,0.0,82.75
Duval,07/21,0.0,84.25
Duval,07/22,0.185,83.25
Duval,07/23,0.28500000000000003,83.0
Duval,07/24,0.015005,82.25
Duval,07/25,0.025,83.25
Duval,07/26,0.0,83.25
Duval,07/27,1.3,83.25
Duval,07/28,0.015,83.5
Duval,07/29,0.28,80.75
Duval,07/30,0.08500500000000001,79.75
Duval,07/31,0.0,84.5
Duval,08/01,0.085,84.5
Duval,08/02,0.135,82.75
Duval,08/03,0.08,84.0
Duval,08/04,0.66,83.75
Duval,08/05,0.12,82.75
Duval,08/06,0.04,81.5
Duval,08/07,0.12,81.5
Duval,08/08,0.405,81.75
Duval,08/09,0.25,82.5
Duval,08/10,2.51,82.75
Duval,08/11,0.59,81.0
Duval,08/12,0.150005,81.25
Duval,08/13,5e-06,83.0
Duval,08/14,0.395,83.0
Duval,08/15,0.135,81.75
Duval,08/16,0.0,84.75
Duval,08/17,0.41000000000000003,80.75
Duval,08/18,0.215005,81.0
Duval,08/19,0.210005,80.5
Duval,08/20,0.65,80.5
Duval,08/21,0.060004999999999996,80.5
Duval,08/22,0.05,80.75
Duval,08/23,0.12,82.5
Duval,08/24,0.23500000000000001,83.5
Duval,08/25,0.0,87.5
Duval,08/26,0.0,85.25
Duval,08/27,0.0,85.0
Duval,08/28,0.0,84.75
Duval,08/29,0.08,83.75
Duval,08/30,0.765,83.25
Duval,08/31,1.48,81.0
Duval,09/01,0.15,84.0
Duval,09/02,0.1,85.25
Duval,09/03,0.005005,84.75
Duval,09/04,0.0,85.75
Duval,09/05,0.0,85.75
Duval,09/06,0.005,83.75
Duval,09/07,0.865,81.0
Duval,09/08,0.30000000000000004,81.25
Duval,09/09,1.805,81.0
Duval,09/10,0.345,82.0
Duval,09/11,0.385,84.25
Duval,09/12,0.30500000000000005,82.25
Duval,09/13,0.9400000000000001,80.25
Duval,09/14,0.165,81.75
Duval,09/15,0.5700000000000001,81.75
Duval,09/16,0.095,81.25
Duval,09/17,0.105,82.75
Duval,09/18,5e-06,77.75
Duval,09/19,0.225,75.0
Duval,09/20,5e-06,73.5
Duval,09/21,5e-06,74.25
Duval,09/22,0.015,74.25
Duval,09/23,0.0,73.5
Duval,09/24,0.0,77.5
Duval,09/25,0.0,81.75
Duval,09/26,0.0,81.25
Duval,09/27,0.115,78.0
Duval,09/28,0.595,79.25
Duval,09/29,0.225,78.0
Duval,09/30,0.005,71.5
Duval,10/01,0.0,69.0
Duval,10/02,0.0,71.0
Duval,10/03,0.0,70.5
Duval,10/04,0.32499999999999996,69.0
Duval,10/05,0.175,70.75
Duval,10/06,2.16,78.25
Duval,10/07,0.0,77.25
Duval,10/08,0.0,78.5
Duval,10/09,0.065,78.25
Duval,10/10,0.28500000000000003,79.25
Duval,10/11,0.280005,81.5
Duval,10/12,0.0,79.25
Duval,10/13,0.0,77.75
Duval,10/14,0.0,76.5
Duval,10/15,0.005005,77.5
Duval,10/16,0.0,78.5
Duval,10/17,0.0,69.5
Duval,10/18,0.03,74.25
Duval,10/19,0.10500000000000001,76.25
Duval,10/20,0.22999999999999998,77.0
Duval,10/21,0.41500000000000004,77.0
Duval,10/22,0.110005,78.25
Duval,10/23,0.13500500000000001,77.5
Duval,10/24,5e-06,76.25
Duval,10/25,0.030000000000000002,78.0
Duval,10/26,0.0,76.25
Duval,10/27,0.03,78.75
Duval,10/28,0.0,79.25
Duval,10/29,5e-06,81.25
Duval,10/30,0.0,68.5
Duval,10/31,0.19,70.75
Duval,11/01,0.295,73.75
Duval,11/02,0.0,60.25
Duval,11/03,0.0,58.25
Duval,11/04,5e-06,64.5
Duval,11/05,0.14,70.25
Duval,11/06,0.195005,73.25
Duval,11/07,0.16499999999999998,74.75
Duval,11/08,0.185,75.5
Duval,11/09,0.020005000000000002,76.25
Duval,11/10,0.35,77.25
Duval,11/11,0.15000000000000002,78.25
Duval,11/12,0.32,75.5
Duval,11/13,0.0,72.0
Duval,11/14,0.0,70.5
Duval,11/15,0.05,76.75
Duval,11/16,0.01,68.75
Duval,11/17,0.0,60.75
Duval,11/18,0.0,58.5
Duval,11/19,0.015,61.75
Duval,11/20,0.055,68.25
Duval,11/21,0.07,71.0
Duval,11/22,0.04,70.5
Duval,11/23,0.02,68.5
Duval,11/24,5e-06,66.0
Duval,11/25,5e-06,71.25
Duval,11/26,0.0,73.25
Duval,11/27,5e-06,72.25
Duval,11/28,0.065,71.0
Duval,11/29,0.005,68.25
Duval,11/30,0.105,62.5
Duval,12/01,0.0,45.5
Duval,12/02,0.0,44.0
Duval,12/03,0.0,56.25
Duval,12/04,0.065,65.75
Duval,12/05,0.0,56.5
Duval,12/06,0.03,54.75
Duval,12/07,0.105,57.0
Duval,12/08,0.0,48.0
Duval,12/09,0.0,48.0
Duval,12/10,0.0,56.25
Duval,12/11,0.0,57.25
Duval,12/12,5e-06,60.0
Duval,12/13,0.005,68.5
Duval,12/14,5e-06,70.0
Duval,12/15,0.0,61.5
Duval,12/16,1.565,54.75
Duval,12/17,0.01,51.5
Duval,12/18,0.0,44.75
Duval,12/19,5e-06,52.5
Duval,12/20,0.060000000000000005,59.75
Duval,12/21,0.04,58.75
Duval,12/22,0.0,56.5
Duval,12/23,0.0,56.75
Duval,12/24,0.31,65.25
Duval,12/25,0.32,47.25
Duval,12/26,0.0,40.0
Duval,12/27,0.0,45.0
Duval,12/28,0.0,55.0
Duval,12/29,5e-06,55.0
Duval,12/30,5e-06,62.25
Duval,12/31,0.0,68.5
Escambia,01/01,0.0,52.5
Escambia,01/02,0.25,68.0
Escambia,01/03,0.62,70.5
Escambia,01/04,1e-05,55.0
Escambia,01/05,0.0,49.5
Escambia,01/06,1e-05,57.0
Escambia,01/07,0.0,54.5
Escambia,01/08,0.0,50.5
Escambia,01/09,0.0,57.5
Escambia,01/10,0.05,67.0
Escambia,01/11,0.8,67.5
Escambia,01/12,0.39,65.0
Escambia,01/13,0.52,71.0
Escambia,01/14,2.78,70.5
Escambia,01/15,0.0,70.0
Escambia,01/16,0.0,69.0
Escambia,01/17,0.0,63.5
Escambia,01/18,0.57,63.5
Escambia,01/19,0.06,55.0
Escambia,01/20,0.0,43.0
Escambia,01/21,0.0,37.0
Escambia,01/22,0.0,41.5
Escambia,01/23,0.4,52.5
Escambia,01/24,1e-05,57.0
Escambia,01/25,0.0,50.5
Escambia,01/26,0.14,49.0
Escambia,01/27,1e-05,54.0
Escambia,01/28,0.0,52.5
Escambia,01/29,0.54,51.0
Escambia,01/30,0.0,53.5
Escambia,01/31,0.24,54.0
Escambia,02/01,1e-05,51.0
Escambia,02/02,0.0,55.0
Escambia,02/03,0.0,60.0
Escambia,02/04,0.04,67.0
Escambia,02/05,0.14,69.0
Escambia,02/06,1.02,60.5
Escambia,02/07,1e-05,47.0
Escambia,02/08,0.0,55.0
Escambia,02/09,0.0,60.5
Escambia,02/10,0.0,66.5
Escambia,02/11,1e-05,72.0
Escambia,02/12,0.0,72.0
Escambia,02/13,0.05,61.5
Escambia,02/14,0.0,53.0
Escambia,02/15,0.0,53.5
Escambia,02/16,0.65,55.5
Escambia,02/17,1e-05,62.5
Escambia,02/18,0.01,67.0
Escambia,02/19,0.02,68.5
Escambia,02/20,0.63,58.5
Escambia,02/21,0.0,48.5
Escambia,02/22,0.0,47.5
Escambia,02/23,0.0,52.5
Escambia,02/24,0.24,66.5
Escambia,02/25,0.07,64.5
Escambia,02/26,1e-05,53.0
Escambia,02/27,0.0,46.5
Escambia,02/28,0.0,49.5
Escambia,02/29,0.0,57.0
Escambia,03/01,0.0,58.5
Escambia,03/02,1e-05,69.0
Escambia,03/03,0.17,71.5
Escambia,03/04,0.22,66.5
Escambia,03/05,0.08,62.5
Escambia,03/06,0.0,60.5
Escambia,03/07,0.0,54.0
Escambia,03/08,0.0,58.0
Escambia,03/09,0.0,63.0
Escambia,03/10,1e-05,68.0
Escambia,03/11,0.0,70.5
Escambia,03/12,0.0,71.0
Escambia,03/13,0.0,70.0
Escambia,03/14,0.0,71.0
Escambia,03/15,0.0,73.0
